label,cycle,idx,question,ttft_s,total_s,out_tokens
apc-on-3cycle,1,54,What is the cancellation rate per payment method?,0.2964,3.2973,52
apc-on-3cycle,1,55,Find orders shipped to a different country than the billing address.,0.5408,1.4043,29
apc-on-3cycle,1,56,Show monthly active customers vs new customers.,0.0559,8.6158,37
apc-on-3cycle,1,57,Which suppliers had the most quality complaints last quarter?,7.5696,16.5475,124
apc-on-3cycle,1,58,Calculate the average days between first order and second order per customer.,0.5298,8.7362,114
apc-on-3cycle,1,59,Find products whose price changed more than 3 times in the past year.,0.3957,9.3988,90
apc-on-3cycle,1,60,Show revenue by sales channel for the current quarter.,1.6632,9.3344,84
apc-on-3cycle,2,61,Show top 5 customers by total order amount in the last 30 days.,0.5522,4.3955,24
apc-on-3cycle,2,62,List the 10 most popular products by total quantity sold.,0.2988,2.9917,39
apc-on-3cycle,2,63,What is the average order value per month for the past year?,0.3649,4.9068,64
apc-on-3cycle,2,64,Which suppliers have shipped the most orders?,5.1601,9.1054,49
apc-on-3cycle,2,65,Find customers who have not placed any order in the last 90 days.,2.1131,6.8566,66
apc-on-3cycle,2,66,Show daily revenue trend for the past 14 days.,0.5734,4.4491,54
apc-on-3cycle,2,67,What is the total inventory value grouped by category?,0.7739,3.4125,40
apc-on-3cycle,2,68,List the top 3 sales reps by total revenue closed.,0.6894,4.447,59
apc-on-3cycle,2,69,Which products have the highest return rate?,0.6025,8.7,96
apc-on-3cycle,2,70,"Show the conversion rate from quote to order, monthly.",2.8942,10.5349,77
apc-on-3cycle,2,71,Find duplicate customer records based on email.,0.239,1.3812,42
apc-on-3cycle,2,72,Calculate gross margin per product category.,0.0902,5.4051,42
apc-on-3cycle,2,73,Which regions had the highest YoY growth?,0.2888,7.4703,99
apc-on-3cycle,2,74,Show orders that took longer than 5 days to ship.,0.4122,2.0066,21
apc-on-3cycle,2,75,List products with stock below reorder threshold.,1.456,3.8386,37
apc-on-3cycle,2,76,What is the customer lifetime value distribution?,1.282,11.1651,105
apc-on-3cycle,2,77,Show the cohort retention by signup month.,4.4096,10.3778,79
apc-on-3cycle,2,78,Find sales reps whose performance dropped in Q4 vs Q3.,0.3181,9.8892,93
apc-on-3cycle,2,79,Which discount campaigns drove the most incremental revenue?,1.5257,6.8076,88
apc-on-3cycle,2,80,List orders that combine more than 3 product categories.,0.4513,6.049,67
apc-on-3cycle,2,81,What is the median order processing time per warehouse?,0.3055,5.0552,51
apc-on-3cycle,2,82,Show the top 10 highest-revenue customers and their primary product category.,0.4189,5.5309,37
apc-on-3cycle,2,83,Which product pairs are most often bought together?,0.6194,11.8852,78
apc-on-3cycle,2,84,What is the cancellation rate per payment method?,1.0197,6.2324,63
apc-on-3cycle,2,85,Find orders shipped to a different country than the billing address.,1.7005,3.086,29
apc-on-3cycle,2,86,Show monthly active customers vs new customers.,0.6846,9.1685,44
apc-on-3cycle,2,87,Which suppliers had the most quality complaints last quarter?,0.502,9.9982,100
apc-on-3cycle,2,88,Calculate the average days between first order and second order per customer.,0.3858,7.6665,108
apc-on-3cycle,2,89,Find products whose price changed more than 3 times in the past year.,0.6538,9.5489,92
apc-on-3cycle,2,90,Show revenue by sales channel for the current quarter.,0.4177,7.2452,94
